dir,remote,branch,commit
waiting-list,git@github.com:opensafely/waiting-list.git,main,e06d40fb588c7a66fd51f8953b43f2f423822575
vaccination-names,git@github.com:opensafely/vaccination-names.git,main,789f1c7c51bd66faa9c355f1a3fbe96263604c99
post-covid-kidney-outcomes,git@github.com:opensafely/post-covid-kidney-outcomes.git,main,f8d18938ee5aa784bc6e0592f8b5311db9e93054
pifu-data-exploration,git@github.com:opensafely/pifu-data-exploration.git,main,3097f6654991a160bcb56affd44e889d9fb1b68c
pathology-comparators-short-report,git@github.com:opensafely/pathology-comparators-short-report.git,master,bd9cd700c912f15d6fa33190e030f95aec2cb0ad
pharmacy-first-data-development,git@github.com:opensafely/pharmacy-first-data-development.git,main,8292eaa8743e474c2112a2ce03c0519264ef0271
THIN-CID,git@github.com:opensafely/THIN-CID.git,main,38fab3b8f52d30b6cbf903c6a93f7168e0fe7017
NICE-audit-lipids,git@github.com:opensafely/NICE-audit-lipids.git,main,77d3573fe5c4734b461ba5b328adf84496b4131f
blood-pressure-sro,git@github.com:opensafely/blood-pressure-sro.git,main,2a58a100730ee4f2b5c51642a44bad51ba0e10ae
long-covid-diagnosis-interval,git@github.com:opensafely/long-covid-diagnosis-interval.git,main,4c432e7de8fa9868b811c03b981fb17f7e1a9839
ADHD-Pre-and-Post-Covid,git@github.com:opensafely/ADHD-Pre-and-Post-Covid.git,main,deea8462d4e7ad69ed2bf3d89ee1b31c336056ea
SRO-PULSE-OXIMETRY-UPD,git@github.com:opensafely/SRO-PULSE-OXIMETRY-UPD.git,master,755b4ca01c7b964bae0f64acd3c3f87a6ff49c9e
JAKi-hosp,git@github.com:opensafely/JAKi-hosp.git,main,c99cabb85bf38b102902339f44d0534f1c40535d
blank-dmd-investigation,git@github.com:opensafely/blank-dmd-investigation.git,main,4b3689c86ba91e80235904c466be9f17c18da099
dummy-data-workshop,git@github.com:opensafely/dummy-data-workshop.git,main,1bb88e02c51757c3904b053867394a3fb559e1d2
SRO-pulse-oximetry,git@github.com:opensafely/SRO-pulse-oximetry.git,master,3bab1d415336338ff25f5462023af8c56b8fa7d3
post-covid-renal,git@github.com:opensafely/post-covid-renal.git,main,38ea1a98517a075ee0b2b048effc5348bfc1da8d
tpp-database-import-dates,git@github.com:opensafely/tpp-database-import-dates.git,main,9e4c806140394e4b3e58afbdf0c23d40f88ee0d0
vte-diagnoses-and-deaths,git@github.com:opensafely/vte-diagnoses-and-deaths.git,main,67bee1ad3220ecd26369498ced8d1d55f3732a2c
opioids-data-curation,git@github.com:opensafely/opioids-data-curation.git,main,7078e61ca8962ffcac8073f24786c063cb9e9ae6
openprompt-vaccine-long-covid,git@github.com:opensafely/openprompt-vaccine-long-covid.git,main,8ff300a62cbaeb704c10c7aa7830aa1b6438236c
covid-vaccine-history,git@github.com:opensafely/covid-vaccine-history.git,main,f73ba9a6e29f3acc9de4155cd2b8fe12e3c45f66
post-covid-vaccinated,git@github.com:opensafely/post-covid-vaccinated.git,main,145aa57cd9b098fc325fff1c5d6a64078eaf07ac
sro-gastro,git@github.com:opensafely/sro-gastro.git,main,5cdadc405d9aa95dee4c7dcfcc0d3562b87f7ae5
Shared-Care-Monitoring,git@github.com:opensafely/Shared-Care-Monitoring.git,main,2b4ce72810d9e9f5839aacc2077dabadc02e6676
gh-testing-research,git@github.com:opensafely/gh-testing-research.git,main,f5b9233ff1327fb12aa08bffe6d14bbe893b3f4c
covid-vaccine-research-template,git@github.com:opensafely/covid-vaccine-research-template.git,main,08c6ef10606a24cf1e1fa385a599e761581a8ed2
tpp-database-history,git@github.com:opensafely/tpp-database-history.git,main,a52b9517c2cd43e95231b0c8ccaddcfc525e269e
doacs-covid19-new,git@github.com:opensafely/doacs-covid19-new.git,main,37de7381c20e0e496ec5781aa473d708eb9b9b2d
CIS-person-validation,git@github.com:opensafely/CIS-person-validation.git,main,e37f14e5d9f1de8e14fe05aa63e0bec96676348c
ehrql-test-study,git@github.com:opensafely/ehrql-test-study.git,main,07d5f283bb66f52a49933b016cf8dc144cfc7180
covid-vaccine-preliminary-uptake-study,git@github.com:opensafely/covid-vaccine-preliminary-uptake-study.git,master,28c8a39ce03bc7273979c3dd81b8f0364e3399e6
qof-diabetes,git@github.com:opensafely/qof-diabetes.git,main,c2293619c2971493b11dfdc3e47c5978ffb44b4f
antimicrobial-stewardship,git@github.com:opensafely/antimicrobial-stewardship.git,master,9b8b546d75affaaf6ead847975f65d6e9c448342
households-short-data-report,git@github.com:opensafely/households-short-data-report.git,main,ef399badfb7af645baee455e7a4b395ef490f174
COMPARES-vaccines,git@github.com:opensafely/COMPARES-vaccines.git,main,039edee8b11a213708771468683b52cf93192ba3
hospital-disruption-research,git@github.com:opensafely/hospital-disruption-research.git,master,33fe4e4f7fb50bc93ccb4b6860ef0ead7cc8fd10
early-inflammatory-arthritis,git@github.com:opensafely/early-inflammatory-arthritis.git,main,069e61712fcc9a0c2ec2804ff36a9b773073291c
tpp-ctv3,git@github.com:opensafely/tpp-ctv3.git,main,a082fd8230c1342de72dde12d3b10e4b50439a73
openprompt-hrqol,git@github.com:opensafely/openprompt-hrqol.git,main,71f904943e31bb620716e37699b8026f434de2a0
open-pathology-sdr-clinical-events,https://github.com/opensafely/open-pathology-sdr,clinical-events,c46b522a9edfdc6040939c8e7d90ee9d0664f5ea
CIS-pop-validation,git@github.com:opensafely/CIS-pop-validation.git,main,7708d17c24891c8992ccf9bba0f221fd9eed1122
NICE-audit-BP,git@github.com:opensafely/NICE-audit-BP.git,main,d643dba5cbc542aee132bddb7bae9f672d54ae61
covid-vaccine-neuro-research,git@github.com:opensafely/covid-vaccine-neuro-research.git,main,2168bed1ca10e8d0aa7f22d48d15ce2a82aaa605
ckd-healthcare-use,git@github.com:opensafely/ckd-healthcare-use.git,main,3f49d610b1077997caefdeb5d252153beb39cb31
diamorphine-counts,git@github.com:opensafely/diamorphine-counts.git,main,8591ebdb4dff724c6966c2a7ca8acbf7acaa07c2
vaccination-data-quality,git@github.com:opensafely/vaccination-data-quality.git,main,82d132d034fff5a85b4dcbbd76513ce49c8f98fb
disparities-comparison,git@github.com:opensafely/disparities-comparison.git,main,94ad98582fd3604d75c359145160947c4f31a9ac
absolute-risks-covid-research,git@github.com:opensafely/absolute-risks-covid-research.git,master,3dfcaf385a0b3861daa733879e20e976fa83a5d8
immunosuppressant-meds-research,git@github.com:opensafely/immunosuppressant-meds-research.git,master,53795269ec5a4cecb65e160652c034808379e4c3
renal-short-data-report,git@github.com:opensafely/renal-short-data-report.git,main,acefdadf580c3179e0446a1c51b38a712bcd78ad
glp1-prescribing,git@github.com:opensafely/glp1-prescribing.git,main,21f3571f15c1a98e0ede58c02a19fe88b6707755
medication-reviews,git@github.com:opensafely/medication-reviews.git,main,055debcf05445195d135fdd9825a440e5d58dd3c
death-report,git@github.com:opensafely/death-report.git,main,87bb6fdf5c17ab50b20013a1d6eab0562bc2222a
covid19-vaccine-coverage-tpp-emis,git@github.com:opensafely/covid19-vaccine-coverage-tpp-emis.git,master,5b7c48629d2696787aed5c30d048f6cc2d88c5b0
amr-uom-brit-ae_prediction,https://github.com/opensafely/amr-uom-brit,ae_prediction,260abf5bf7f765b0bdfe43b97e595969bfee97c9
amr-uom-brit-CC_ML,https://github.com/opensafely/amr-uom-brit,CC_ML,cf325b000253937e99201a01cf24451c3a51bad8
nhse-gp-data,git@github.com:opensafely/nhse-gp-data.git,main,e47bb1293772af90fa6616233542f1057a6b4c05
sodium-valproate-prescribing,git@github.com:opensafely/sodium-valproate-prescribing.git,main,f62aa644363d82aac1801d42d97a6267ff4abb7d
surgical-site-infections,git@github.com:opensafely/surgical-site-infections.git,main,691beb4b3b86be767fd2aa911d5501d40eb712f1
opensafely-internal-interactive,git@github.com:opensafely/opensafely-internal-interactive.git,main,fc3252e2de8d41cc84141e06e817444c16c9656c
Ethnicity-2nd-wave,git@github.com:opensafely/Ethnicity-2nd-wave.git,master,994698492f7f0d6328a40469eeebeef6dc367e3d
primary-care-covid-codes-research,git@github.com:opensafely/primary-care-covid-codes-research.git,master,f913c6aa36007b487ab7b00f02d20908c59d7985
deaths-at-home-covid19,git@github.com:opensafely/deaths-at-home-covid19.git,main,b0cf90c1b75d5ae0f933c02f5b4e464767f02d35
shielding-evaluation,git@github.com:opensafely/shielding-evaluation.git,main,9a027b9949f29ad9fcbef1e74570c7a9f5269a24
SGTF-617-research,git@github.com:opensafely/SGTF-617-research.git,master,cceda0b64a1aff3ac5bde9d366254fa08a2897f6
suicide-deaths-pcc,git@github.com:opensafely/suicide-deaths-pcc.git,main,499c2858982e10bcc2a6a1ab66f195e38a4e10a7
winter-pressures-phase-II,git@github.com:opensafely/winter-pressures-phase-II.git,main,fe62ae148c9744edb173225dd86a29ae35a4210b
drug-monitoring-sro,git@github.com:opensafely/drug-monitoring-sro.git,master,a325f19f4f2e64ef27c81547272e0e82eff3828f
covid-unvaccinated-aimpaper,git@github.com:opensafely/covid-unvaccinated-aimpaper.git,main,2836dddb762e4f4927334e75392ee0e7f66c41c4
vaccine-effectiveness-3dose,git@github.com:opensafely/vaccine-effectiveness-3dose.git,main,bc11c10567e3337f8e78c9208939cf6da32ed0b6
sro-template,git@github.com:opensafely/sro-template.git,master,34239692c7cd0ac8992f4c1205255c1f23e5c619
open-pathology,git@github.com:opensafely/open-pathology.git,main,8b5200d764b4133cafb52ff4b3d853c384364f53
vaccine-effectiveness-4dose,git@github.com:opensafely/vaccine-effectiveness-4dose.git,main,c8564ffe8ea4a19a2d47671fd62d6ed3fd98888f
long-covid-historical-health,git@github.com:opensafely/long-covid-historical-health.git,main,69314c42972b5aa5f65ade3011845cd8d3717021
SRO-Measures,git@github.com:opensafely/SRO-Measures.git,main,fd91afc549caa932c8b6f6bef548212fd7bc55bc
